Original Word,Chosen,Option 1 Title,Option 1 Path,Option 1 URL,Option 2 Title,Option 2 Path,Option 2 URL,Option 3 Title,Option 3 Path,Option 3 URL
二,1,二段ベッドのイラスト（2カラー）,images\二-1.png,https://illustkun.com/08137-20240403-b/,十二星座のイラスト特集！,images\二-2.png,https://illustkun.com/zodiac-signs/,乾電池のイラスト（単二）（2カット）,images\二-3.png,https://illustkun.com/battery-2/
三,1,三色団子のイラスト（2カット）,images\三-1.png,https://illustkun.com/07701-20230822-a/,三重県の地図のイラスト（3パターン）,images\三-2.png,https://illustkun.com/07249-20230218-a/,シンプルな三大栄養素表のイラスト（4カット）,images\三-3.png,https://illustkun.com/nutrients/
四,1,チェックボックスのイラスト（四角）（6カット）,images\四-1.png,https://illustkun.com/checkbox-2/,クローバーマークのイラスト（身体障害者標識、四つ葉マーク）（2カット）,images\四-2.png,https://illustkun.com/clovermark/,乾電池のイラスト（単四）（2カット）,images\四-3.png,https://illustkun.com/battery-4/
五,1,五芒星のイラスト（ペンタグラム）（2カット×2カラー）,Failed,https://illustkun.com/06904-20220920-b/,新五千円札のイラスト（紙幣・お金）（2カット）,images\五-2.png,https://illustkun.com/bill-6/,五円玉のイラスト（硬貨・お金）（4カット）,images\五-3.png,https://illustkun.com/coin/
六,1,六芒星のイラスト（ヘキサグラム）（2カット×2カラー）,images\六-1.png,https://illustkun.com/06909-20220921-c/,家紋のイラスト（銭紋・真田銭・六文銭）,images\六-2.png,https://illustkun.com/kamon-6/,N/A,N/A,N/A
七,1,七芒星のイラスト（ヘプタグラム）（2カット×2カラー）,images\七-1.png,https://illustkun.com/06912-20220922-b/,七草粥のイラスト（いろり鍋）,images\七-2.png,https://illustkun.com/06359-20211217-a/,七草粥のイラスト（茶碗）,images\七-3.png,https://illustkun.com/06358-20211216-a/
八,1,八芒星のイラスト2（オクタグラム）（2カット×2カラー）,images\八-1.png,https://illustkun.com/06920-20220924-b/,八芒星のイラスト（オクタグラム）（2カット×2カラー）,images\八-2.png,https://illustkun.com/06917-20220923-c/,八方美人のイメージイラスト（女性会社員）,images\八-3.png,https://illustkun.com/06586-20220410-a/
九,1,九芒星のイラスト（ナノグラム）（2カット×2カラー）,images\九-1.png,https://illustkun.com/06925-20220925-c/,勉強のイラスト（九九2・算数・女の子）（2カット）,images\九-2.png,https://illustkun.com/06893-20220914-b/,勉強のイラスト（九九・算数・女の子）（2カット）,images\九-3.png,https://illustkun.com/06888-20220912-a/
十,1,十芒星のイラスト（デカグラム）（2カット×2カラー）,images\十-1.png,https://illustkun.com/06930-20220926-d/,星座のイラスト（はくちょう座）（2カット）,images\十-2.png,https://illustkun.com/06264-20211101-b/,星座のイラスト（りゅう座）（2カット）,images\十-3.png,https://illustkun.com/06262-20211031-b/
零,1,オセロのイラスト（子供）（2カット）,images\零-1.png,https://illustkun.com/07747-20230910-a/,リバーシのイラスト（オセロ）（3パターン）,images\零-2.png,https://illustkun.com/07745-20230909-b/,セロリのイラスト,images\零-3.png,https://illustkun.com/celery/
不,1,弱った大腸のキャラクターイラスト（不健康な臓器）,images\不-1.png,https://illustkun.com/large-intestine-3/,弱った小腸のキャラクターイラスト（不健康な臓器）,images\不-2.png,https://illustkun.com/small-intestine-3/,弱った膀胱のキャラクターイラスト（不健康な臓器）,images\不-3.png,https://illustkun.com/bladder-3/
没,1,迷惑そうなイラスト（老人・おばあさん）（2カット）,images\没-1.png,https://illustkun.com/06537-20220314-a/,迷惑そうなイラスト（老人・おじいさん）（2カット）,images\没-2.png,https://illustkun.com/06536-20220313-b/,迷惑そうなイラスト（OL）（2カット）,images\没-3.png,https://illustkun.com/%e8%bf%b7%e6%83%91%e3%81%9d06530-20220310-b/
很,1,文字のイラスト（敬老の日）（4カット）,images\很-1.png,https://illustkun.com/moji-keironohi/,文字のイラスト（敬老会）（10カット）,images\很-2.png,https://illustkun.com/moji-keirokai/,N/A,N/A,N/A
太,1,地球と太陽のイラスト（宇宙）,images\太-1.png,https://illustkun.com/08527-20241107-a/,明太子のイラスト,images\太-2.png,https://illustkun.com/mentaiko/,天気のイラスト（太陽・晴れ）（2カット）,images\太-3.png,https://illustkun.com/sun/
都,1,京都府の地図のイラスト（3パターン）,images\都-1.png,https://illustkun.com/07237-20230214-a/,東京都の地図のイラスト（2カット×3パターン）,images\都-2.png,https://illustkun.com/07102-20221219-d/,ひな人形のイラスト（ひな祭り・男雛・女雛）（9カット）,images\都-3.png,https://illustkun.com/hina-dolls/
和,1,国旗ポールのイラスト（コンゴ民主共和国）（2パターン）,images\和-1.png,https://illustkun.com/08954-20251201-a/,国旗ポールのイラスト（コンゴ共和国）（2パターン）,images\和-2.png,https://illustkun.com/08953-20251126-b/,国旗ポールのイラスト（パラグアイ共和国）（4パターン）,images\和-3.png,https://illustkun.com/08481-20241008-a/
在,1,外国人在留カードのイラスト（女性）（2カット）,images\在-1.png,https://illustkun.com/06570-20220331-b/,外国人在留カードのイラスト（男性）（2カット）,images\在-2.png,https://illustkun.com/06567-20220330-a/,ほうきのイラスト（自在ほうき）,images\在-3.png,https://illustkun.com/broom/
吗,1,ハンカチのイラスト（2カラー）,images\吗-1.png,https://illustkun.com/09019-20260426-b/,かわいいたんぽぽのイラスト（2パターン）,images\吗-2.png,https://illustkun.com/09006-20260317-a/,カップルのイラスト（2キャラ）,images\吗-3.png,https://illustkun.com/09005-20260310-b/
呢,1,国旗ポールのイラスト（セネガル）（2パターン）,images\呢-1.png,https://illustkun.com/08972-20260106-a/,国旗ポールのイラスト（シエラレオネ）（2パターン）,images\呢-2.png,https://illustkun.com/08963-20251215-b/,焼き鳥のイラスト（ねぎま）（2カット）,images\呢-3.png,https://illustkun.com/08933-20251001-a/
了,1,花束をわたすイラスト（女の子が男の子に）,images\了-1.png,https://illustkun.com/09003-20260308-a/,花束をわたすイラスト（男の子が女の子に）,images\了-2.png,https://illustkun.com/09002-20260307-a/,地球のキャラクターイラスト（温暖化）,images\了-3.png,https://illustkun.com/09001-20260304-a/
的,1,メタ認知のイラスト（2カット）,images\的-1.png,https://illustkun.com/metacognition/,こまのイラスト,images\的-2.png,https://illustkun.com/koma/,ダーツのイラスト（矢）（3カラー）,images\的-3.png,https://illustkun.com/darts-3/
大,1,文字の大きな通信アプリ画面のイラスト（2カラー）,images\大-1.png,https://illustkun.com/07450-20230605-b/,大阪府の地図のイラスト（3パターン）,images\大-2.png,https://illustkun.com/07234-20230213-a/,大豆のイラスト,images\大-3.png,https://illustkun.com/06790-20220720-a/
小,1,電車のイラスト（小田急線5000形）,images\小-1.png,https://illustkun.com/07795-20231006-a/,小豆のイラスト,images\小-2.png,https://illustkun.com/06791-20220721-a/,退屈な小学生のイラスト（女の子）（2カット）,images\小-3.png,https://illustkun.com/06438-20220122-b/
多,1,国旗ポールのイラスト（ボリビア多民族国）（4パターン）,images\多-1.png,https://illustkun.com/08505-20241023-b/,ビタミンを多く含む食品のイラスト（2カット）,images\多-2.png,https://illustkun.com/vitamin/,ミネラルを多く含む食品のイラスト（2カット）,images\多-3.png,https://illustkun.com/mineral/
少,1,少年サッカーのイラスト,images\少-1.png,https://illustkun.com/football-kids-2/,少年野球のピッチャーのイラスト,images\少-2.png,https://illustkun.com/baseball-pitcher/,少年野球のバッターのイラスト,images\少-3.png,https://illustkun.com/baseball-batter/
好,1,お好み焼きのかわいいイラスト,images\好-1.png,https://illustkun.com/okonomiyaki-2/,ヘラのイラスト（お好み焼き・コテ・テコ）（2カット）,images\好-2.png,https://illustkun.com/spatula-2/,クリスマスのイラスト（サンタの格好の女性）,images\好-3.png,https://illustkun.com/santa-claus-woman/
冷,1,開いた冷蔵庫のイラスト（2カラー）,images\冷-1.png,https://illustkun.com/08388-20240825-b/,冷蔵庫のイラスト（2カラー）,images\冷-2.png,https://illustkun.com/08385-20240822-a/,冷麺のイラスト,images\冷-3.png,https://illustkun.com/08383-20240820-a/
热,1,暑いイラスト（女性・OL）（2キャラ）,images\热-1.png,https://illustkun.com/08353-20240731-b/,暑いイラスト（男性・サラリーマン）（2キャラ）,images\热-2.png,https://illustkun.com/08351-20240730-b/,暑いイラスト（女性）（2キャラ）,images\热-3.png,https://illustkun.com/08348-202407129-a/
高兴,1,嬉しいイラスト（男子学生）（2カット）,images\高兴-1.png,https://illustkun.com/boy-9/,嬉しいイラスト（女子学生）（2カット）,images\高兴-2.png,https://illustkun.com/girl-10/,嬉しいイラスト,images\高兴-3.png,https://illustkun.com/happy/
漂亮,1,綺麗な歯のイラスト,images\漂亮-1.png,https://illustkun.com/clean-teeth/,きれいな教室のイラスト,images\漂亮-2.png,https://illustkun.com/%e3%81%8d%e3%82%8c%e3%81%84%e3%81%aa%e6%95%99%e5%ae%a4%e3%81%ae%e3%82%a4%e3%83%a9%e3%82%b9%e3%83%88/,N/A,N/A,N/A
